Deal Type,Completion Date,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target ISIN,Acquirer ISIN,Ticker Acquirer,Seller ISIN,Ticker Seller,Bloomberg Search,Action ID,Action ID Bloomberg,Deal Description,Percent Owned,Percent Sought,Acq P1,Acq P2,Acq P3,Acq P4,Acq P5,Sel P1,Sel P2,Sel P3,Sel P4,Sel P5,Acq Ticker P1,Acq Ticker P2,Acq Ticker P3,Acq Ticker P4,Acq Ticker P5,Sel Ticker P1,Sel Ticker P2,Sel Ticker P3,Sel Ticker P4,Sel Ticker P5,"P1, Start (-1)","P1, End (+1)","P2, Start (-5)","P2, End (+5)","P3, Start (0)","P3, End (+365)","P4, Start (0)","P4, End (+250)","P5, Start (-1)","P5, End (0)",Acq Rel index,Sel Rel Index,Acq CAR P1,Acq CAR P2,Acq CAR P3,Acq CAR P4,Acq CAR P5,Sel CAR P1,Sel CAR P2,Sel CAR P3,Sel CAR P4,Sel CAR P5
M&A,7/10/2008,7/9/2008,7/11/2008,7/5/2008,7/15/2008,7/10/2008,7/10/2009,7/10/2008,3/17/2009,7/9/2008,7/10/2008,Vivendi Games Inc,Activision Blizzard Inc,Vivendi SA,6215.03,Stock, ,Completed,    N.A.,US00507V1098,ATVI US Equity,FR0000127771,VIV FP Equity,CACX,29143737,CACX 29143737,Vivendi SA sold Vivendi Games Inc to Activision Blizzard Inc for USD 6215.03M. The transaction was announced on 12/02/2007 and completed on 07/10/2008. The intergration of Activision and Vivendi benefitted the new company in a fragmented market.,0,100,0.08247422,0.1417476,-0.2892666,-0.3975449,0.05653475,-0.03253488,0.02145392,-0.2831133,-0.2299979,-0.004590809,-0.004098234,-0.03741916,-0.2794717,-0.3669475,0.006989558,-0.05488921,-0.04764397,-0.2616453,-0.3389673,-0.02471494,20080709,20080711,20080705,20080715,20080710,20090710,20080710,20090317,20080709,20080710,SPX Index,CAC Index,0.086572454,0.17916676,-0.0097949,-0.0305974,0.049545192,0.02235433,0.06909789,-0.021468,0.1089694,0.020124131
M&A,8/4/2008,8/3/2008,8/5/2008,7/30/2008,8/9/2008,8/4/2008,8/4/2009,8/4/2008,4/11/2009,8/3/2008,8/4/2008,Containerboard Packaging and Recycling business,International Paper Co,Weyerhaeuser Co,6000,Cash, ,Completed,,US4601461035,IP US Equity,US9621661043,WY US Equity,CACX,30708034,CACX 30708034,"Weyerhaeuser Co sold Containerboard Packaging and Recycling business to International Paper Co for USD 6,000.00M. The transaction was announced on 03/17/2008 and completed on 08/04/2008.",0,100,-0.006311361,0.1907895,-0.260225,-0.7087037,0.000350631,-0.03262818,-0.003940887,-0.3053525,-0.4072282,-0.02187164,0.01961016,0.01027306,-0.1729401,-0.3001002,-0.008950353,0.01961016,0.01027306,-0.1729401,-0.3001002,-0.008950353,20080803,20080805,20080730,20080809,20080804,20090804,20080804,20090411,20080803,20080804,SPX Index,SPX Index,-0.025921521,0.18051644,-0.0872849,-0.4086035,0.009300984,-0.05223834,-0.014213947,-0.1324124,-0.107128,-0.012921287
M&A,11/30/2012,11/29/2012,12/1/2012,11/25/2012,12/5/2012,11/30/2012,11/30/2013,11/30/2012,8/7/2013,11/29/2012,11/30/2012,Oil and Gas properties/Gulf of Mexico,Plains Exploration & Production Co,BP PLC,5500,Cash, ,Completed,,US7265051000,PXP US Equity,GB0007980591,BP/ LN Equity,CACX,68608092,CACX 68608092,"BP PLC sold Oil and Gas properties/Gulf of Mexico to Plains Exploration & Production Co for USD 5,500.00M. The transaction was announced on 09/10/2012 and completed on 11/30/2012.",0,100,-0.00055991,0.2392091,#VALUE!,#VALUE!,-0.00055991,0.001275954,-0.02296211,0.1810129,0.07253196,0.001275954,0.000163971,0.001032757,0.3028802,0.2113906,0.000163971,-0.000592811,0.01331614,0.1788662,0.1398844,-0.000592811,20121129,20121201,20121125,20121205,20121130,20131130,20121130,20130807,20121129,20121130,SPX Index,UKX Index,-0.000723881,0.238176343,#VALUE!,#VALUE!,-0.000723881,0.001868765,-0.03627825,0.0021467,-0.06735244,0.001868765
M&A,5/4/2007,5/3/2007,5/5/2007,4/29/2007,5/9/2007,5/4/2007,5/3/2008,5/4/2007,1/9/2008,5/3/2007,5/4/2007,GE Aviation Systems Ltd,General Electric Co,Smiths Group PLC,4800,Cash, ,Completed,    N.A.,US3696041033,GE US Equity,GB00B1WY2338,SMIN LN Equity,CACX,24779071,CACX 24779071,"Smiths Group PLC sold GE Aviation Systems Ltd to General Electric Co for USD 4,800.00M. The transaction was announced on 01/15/2007 and completed on 05/04/2007.",0,100,-0.005088377,0.01140065,-0.07377361,-0.01449989,-0.005088377,0.003669725,-0.01097896,-0.08841352,-0.07365933,0.003669725,0.002172848,0.01321403,-0.04183274,-0.05069989,0.002172848,0.0100799,0.02266133,-0.01999631,-0.02867885,0.0100799,20070503,20070505,20070429,20070509,20070504,20080503,20070504,20080109,20070503,20070504,SPX Index,UKX Index,-0.007261225,-0.00181338,-0.03194087,0.0362,-0.007261225,-0.006410175,-0.03364029,-0.06841721,-0.04498048,-0.006410175
M&A,2/1/2011,1/31/2011,2/2/2011,1/27/2011,2/6/2011,2/1/2011,2/1/2012,2/1/2011,10/9/2011,1/31/2011,2/1/2011,"AIG Star Life Insurance Co Ltd,AIG Edison Life Insurance Co",Prudential Financial Inc,American International Group Inc,4800,Cash, ,Completed,,US7443201022,PRU US Equity,US0268747849,AIG US Equity,CACX,48570327,CACX 48570327,"American International Group Inc sold AIG Star Life Insurance Co Ltd & AIG Edison Life Insurance Co to Prudential Financial Inc for USD 4,800.00M. The transaction was announced on 09/30/2010 and completed on 02/01/2011.",0,100,0.01333117,-0.003958201,-0.05247936,-0.2741325,0.03072671,0.02032218,-0.04693829,-0.3521675,-0.489284,0.01759604,0.01411188,0.009084835,0.03433893,-0.1032351,0.01669785,0.01411188,0.009084835,0.03433893,-0.1032351,0.01669785,20110131,20110202,20110127,20110206,20110201,20120201,20110201,20111009,20110131,20110201,SPX Index,SPX Index,-0.00078071,-0.013043036,-0.08681829,-0.1708974,0.01402886,0.0062103,-0.056023125,-0.38650643,-0.3860489,0.00089819
M&A,6/28/2013,6/27/2013,6/29/2013,6/23/2013,7/3/2013,6/28/2013,6/28/2014,6/28/2013,3/5/2014,6/27/2013,6/28/2013,Morgan Stanley Smith Barney Holdings LLC,Morgan Stanley,Citigroup Inc,4700,Cash, ,Completed,    N.A.,US6174464486,MS US Equity,US1729674242,C US Equity,CACX,78606303,CACX 78606303,"Citigroup Inc sold Morgan Stanley Smith Barney Holdings LLC to Morgan Stanley for USD 4700.00M. The transaction was announced on 09/11/2012 and completed on 06/28/2013. The mutually beneficial agreement gives both parties certainty and transparency on price and timing, and is a significant mi...",65,35,-0.02436102,-0.03492573,0.3025058,0.3154587,-0.02436102,-0.006420878,0.01706849,-0.01650566,0.03084674,-0.006420878,-0.004281994,0.0151803,0.2463903,0.1835203,-0.004281994,-0.004281994,0.0151803,0.2463903,0.1835203,-0.004281994,20130627,20130629,20130623,20130703,20130628,20140628,20130628,20140305,20130627,20130628,SPX Index,SPX Index,-0.020079026,-0.05010603,0.0561155,0.1319384,-0.020079026,-0.002138884,0.00188819,-0.26289596,-0.15267356,-0.002138884
M&A,12/1/2009,11/30/2009,12/2/2009,11/26/2009,12/6/2009,12/1/2009,12/1/2010,12/1/2009,8/8/2010,11/30/2009,12/1/2009,NextRx subsidiaries,Express Scripts Holding Co,WellPoint Inc,4675,Cash and Stock, ,Completed,,US30219G1085,ESRX US Equity,US94973V1070,WLP US Equity,CACX,36740205,CACX 36740205,"WellPoint Inc sold NextRx subsidiaries to Express Scripts Holding Co for USD 4,675.00M. The transaction was announced on 04/13/2009 and completed on 12/01/2009.",0,100,0.01736597,0.000344867,0.2443936,0.06064073,0.01864802,0.01073478,-0.02214156,0.03102756,0.004745392,0.01406626,0.01260259,-0.003631883,0.1098,0.02475159,0.01212692,0.01260259,-0.003631883,0.1098,0.02475159,0.01212692,20091130,20091202,20091126,20091206,20091201,20101201,20091201,20100808,20091130,20091201,SPX Index,SPX Index,0.00476338,0.00397675,0.1345936,0.03588914,0.0065211,-0.00186781,-0.018509677,-0.07877244,-0.020006198,0.00193934
M&A,11/6/2008,11/5/2008,11/7/2008,11/1/2008,11/11/2008,11/6/2008,11/6/2009,11/6/2008,7/14/2009,11/5/2008,11/6/2008,Folgers Coffee Co/The,JM Smucker Co/The,Procter & Gamble Co/The,4500.92,Stock, ,Completed,    N.A.,US8326964058,SJM US Equity,US7427181091,PG US Equity,CACX,32012206,CACX 32012206,"The Procter & Gamble Co sold The Folgers Coffee Co to The JM Smucker Co for USD 4,500.92M. The transaction was announced on 06/04/2008 and completed on 11/06/2008.",0,100,-0.02023809,-0.07989228,0.3569831,0.2503488,-0.04642857,0.01065664,-0.01115587,-0.005761631,-0.1414325,-0.007208902,-0.02224563,-0.07076226,0.2125957,0.02081962,-0.04999641,-0.02224563,-0.07076226,0.2125957,0.02081962,-0.04999641,20081105,20081107,20081101,20081111,20081106,20091106,20081106,20090714,20081105,20081106,SPX Index,SPX Index,0.00200754,-0.00913002,0.1443874,0.22952918,0.00356784,0.03290227,0.05960639,-0.218357331,-0.16225212,0.042787508
M&A,9/28/2012,9/27/2012,9/29/2012,9/23/2012,10/3/2012,9/28/2012,9/28/2013,9/28/2012,6/5/2013,9/27/2012,9/28/2012,Pentair Ltd/Old,Pentair PLC,Tyco International Ltd,4500,Stock, ,Completed,    N.A.,IE00BLS09M33,PNR US Equity,CH0100383485,TYC US Equity,CACX,62899308,CACX 62899308,Tyco International Ltd sold Pentair Ltd/Old to Pentair Ltd for USD 4500.00M. The transaction was announced on 03/28/2012 and completed on 09/28/2012. This deal was the largest in its industry by over 4.4 billion USD at the time of completion. The deal had more value than the next 10 largest d...,0,100,0.02604887,0.003860127,0.4989032,0.3024423,0.02604887,0.003746655,0.04142765,0.2900302,0.2227897,0.003746655,-0.004477915,-0.005552148,0.2005378,0.1343751,-0.004477915,-0.004477915,-0.005552148,0.2005378,0.1343751,-0.004477915,20120927,20120929,20120923,20121003,20120928,20130928,20120928,20130605,20120927,20120928,SPX Index,SPX Index,0.030526785,0.009412275,0.2983654,0.1680672,0.030526785,0.00822457,0.046979798,0.0894924,0.0884146,0.00822457
M&A,12/31/2009,12/30/2009,1/1/2010,12/26/2009,1/5/2010,12/31/2009,12/31/2010,12/31/2009,9/7/2010,12/30/2009,12/31/2009,Retail Brokerage JV,Wells Fargo & Co,Prudential Financial Inc,4500,Cash, ,Completed,,US9497461015,WFC US Equity,US7443201022,PRU US Equity,CACX,41731625,CACX 41731625,"Prudential Financial Inc sold Retail Brokerage JV to Wells Fargo & Co for USD 4,500.00M. The transaction was announced on 12/15/2009 and completed on 12/31/2009.",62,38,0.006338553,0.03617571,0.1562472,-0.07198013,0.006338553,-0.01543332,0.02088571,0.2050928,0.07395498,-0.01543332,-0.01004341,0.009375058,0.1505801,-0.007359786,-0.01004341,-0.01004341,0.009375058,0.1505801,-0.007359786,-0.01004341,20091230,20100101,20091226,20100105,20091231,20101231,20091231,20100907,20091230,20091231,SPX Index,SPX Index,0.016381963,0.026800652,0.0056671,-0.064620344,0.016381963,-0.00538991,0.011510652,0.0545127,0.081314766,-0.00538991
M&A,3/8/2012,3/7/2012,3/9/2012,3/3/2012,3/13/2012,3/8/2012,3/8/2013,3/8/2012,11/13/2012,3/7/2012,3/8/2012,HGST Inc,Western Digital Corp,Hitachi Ltd,4250,Cash and Stock, ,Completed,    N.A.,US9581021055,WDC US Equity,JP3788600009,6501 JP Equity,CACX,52618088,CACX 52618088,Hitachi Ltd sold HGST Inc to Western Digital Corp for USD 4250.00M. The transaction was announced on 03/07/2011 and completed on 03/08/2012. This was one of the highest valued acquirements of a computer based company in the past three years.,0,100,0.06469501,0.0313383,0.2387221,-0.1045741,0.0293108,0.0193133,0.0472103,0.1792467,-0.1117644,0.008583691,0.01358086,0.02011188,0.1615457,0.0213586,0.009916128,0.03160287,0.008966153,0.2498895,-0.1164416,0.01634835,20120307,20120309,20120303,20120313,20120308,20130308,20120308,20121113,20120307,20120308,SPX Index,TPX Index,0.05111415,0.01122642,0.0771764,-0.1259327,0.019394672,-0.01228957,0.038244147,-0.0706428,0.0046772,-0.007764659
M&A,4/2/2013,4/1/2013,4/3/2013,3/28/2013,4/7/2013,4/2/2013,4/2/2014,4/2/2013,12/8/2013,4/1/2013,4/2/2013,International Auto finance operations,General Motors Co,Ally Financial Inc,4200,Cash, ,Completed,,US37045V1008,GM US Equity,US02005N1000,ALLY US Equity,CACX,71039619,CACX 71039619,"Ally Financial Inc sold International Auto finance operations to General Motors Co for USD 4,200.00M. The transaction was announced on 11/21/2012 and completed on 04/02/2013.",0,100,0,-0.01078361,0.2598264,0.4382384,0.004676259,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.00523402,-0.009818592,0.229931,0.1665997,0.005181082,-0.00523402,-0.009818592,0.229931,0.1665997,0.005181082,20130401,20130403,20130328,20130407,20130402,20140402,20130402,20131208,20130401,20130402,SPX Index,SPX Index,0.00523402,-0.000965018,0.0298954,0.2716387,-0.000504823,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M&A,11/20/2007,11/19/2007,11/21/2007,11/15/2007,11/25/2007,11/20/2007,11/19/2008,11/20/2007,7/27/2008,11/19/2007,11/20/2007,Commercial Property Loans,General Electric Co,Bradford & Bingley PLC,4127.2,Cash, ,Completed,,US3696041033,GE US Equity,GB0002228152,BB/ LN Equity,CACX,28954921,CACX 28954921,"Bradford & Bingley PLC sold Commercial Property Loans to General Electric Co for GBP 2,000.00M. The transaction was completed on 11/20/2007.",0,100,-0.0259434,-0.01670582,-0.6042048,-0.2233261,-0.003144654,0.004863813,-0.0464716,#VALUE!,-0.7692172,0.0311284,-0.01140245,-0.006936706,-0.4265429,-0.1135157,0.004542121,-0.006291186,-0.0134833,-0.3244174,-0.1146775,0.01726902,20071119,20071121,20071115,20071125,20071120,20081119,20071120,20080727,20071119,20071120,SPX Index,UKX Index,-0.01454095,-0.009769114,-0.1776619,-0.1098104,-0.007686775,0.011154999,-0.0329883,#VALUE!,-0.6545397,0.01385938
M&A,7/31/2007,7/30/2007,8/1/2007,7/26/2007,8/5/2007,7/31/2007,7/30/2008,7/31/2007,4/6/2008,7/30/2007,7/31/2007,Natural Gas & Oil operations,Loews Corp,Dominion Resources Inc/VA,4025,Cash, ,Completed,,US5404241086,L US Equity,US25746U1097,D US Equity,CACX,26651770,CACX 26651770,"Dominion Resources Inc/VA sold Natural Gas & Oil operations to Loews Corp for USD 4,025.00M. The transaction was announced on 06/04/2007 and completed on 07/31/2007.",0,100,0.0168984,-0.09155214,-0.03652645,-0.1072735,0.01390374,0.01382598,0.003944066,0.09242298,0.05306917,0.003814064,-0.005425724,-0.03292886,-0.09860574,-0.04409448,-0.0126369,-0.005425724,-0.03292886,-0.09860574,-0.04409448,-0.0126369,20070730,20070801,20070726,20070805,20070731,20080730,20070731,20080406,20070730,20070731,SPX Index,SPX Index,0.022324124,-0.05862328,0.06207929,-0.06317902,0.02654064,0.019251704,0.036872926,0.19102872,0.09716365,0.016450964
M&A,1/25/2011,1/24/2011,1/26/2011,1/20/2011,1/30/2011,1/25/2011,1/25/2012,1/25/2011,10/2/2011,1/24/2011,1/25/2011,NBCUniversal Media LLC,General Electric Co,Vivendi SA,3800,Undisclosed, ,Completed,    N.A.,US3696041033,GE US Equity,FR0000127771,VIV FP Equity,CACX,48472318,CACX 48472318,"Vivendi SA sold NBCUniversal Media LLC to General Electric Co for USD 3,800.00M. The transaction was announced on 09/27/2010 and completed on 01/25/2011.",87.660004,12.34,-0.005988024,0.09603907,-0.00988422,-0.219605,-0.002994012,-0.007748408,-0.01669753,-0.219419,-0.2459711,-0.005241557,0.004554527,-0.002895177,0.04879346,-0.1113553,0.000295842,0.003932378,0.009453088,-0.1405678,-0.2307798,-0.003369486,20110124,20110126,20110120,20110130,20110125,20120125,20110125,20111002,20110124,20110125,SPX Index,CAC Index,-0.010542551,0.098934247,-0.05867768,-0.1082497,-0.003289854,-0.011680786,-0.026150618,-0.0788512,-0.0151913,-0.001872071
M&A,4/30/2013,4/29/2013,5/1/2013,4/25/2013,5/5/2013,4/30/2013,4/30/2014,4/30/2013,1/5/2014,4/29/2013,4/30/2013,ETP HoldCo Corp,Energy Transfer Partners LP,Energy Transfer Equity LP,3750,Cash and Stock, ,Completed,    N.A.,US29273R1095,ETP US Equity,US29273V1008,ETE US Equity,CACX,75274516,CACX 75274516,Energy Transfer Equity LP sold ETP HoldCo Corp to Energy Transfer Partners LP for USD 3750.00M. The transaction was announced on 03/21/2013 and completed on 04/30/2013. This has been the tenth largest deal in the pipeline industry in the past three years as of announcement. The acquisition is...,0,100,-0.01966687,-0.003719719,0.1888557,0.1738436,-0.000802729,-0.00591516,0.008215376,0.6520924,0.4205708,-0.008281224,-0.006789794,0.0187768,0.2042723,0.1636284,0.002496666,-0.006789794,0.0187768,0.2042723,0.1636284,0.002496666,20130429,20130501,20130425,20130505,20130430,20140430,20130430,20140105,20130429,20130430,SPX Index,SPX Index,-0.012877076,-0.022496519,-0.0154166,0.0102152,-0.003299395,0.000874634,-0.010561424,0.4478201,0.2569424,-0.01077789
M&A,9/8/2010,9/7/2010,9/9/2010,9/3/2010,9/13/2010,9/8/2010,9/8/2011,9/8/2010,5/16/2011,9/7/2010,9/8/2010,Healthcare Solutions business,Abbott Laboratories,Piramal Enterprises Ltd,3720,Cash, ,Completed,,US0028241000,ABT US Equity,INE140A01024,PIEL IN Equity,CACX,45477830,CACX 45477830,"Piramal Enterprises Ltd sold Healthcare Solutions business to Abbott Laboratories for USD 3,720.00M. The transaction was announced on 05/21/2010 and completed on 09/08/2010.",0,100,0.01188354,0.0139929,0.05696598,0.09956596,-0.000792236,0.03007445,0.03085636,-0.2826523,-0.2085649,0.02253135,0.01153857,0.01642307,0.1008275,0.225658,0.006665932,0.008823895,0.0547978,-0.06655956,-0.01219266,0.001251826,20100907,20100909,20100903,20100913,20100908,20110908,20100908,20110516,20100907,20100908,SPX Index,SENSEX Index,0.00034497,-0.00243017,-0.04386152,-0.12609204,-0.007458168,0.021250555,-0.02394144,-0.21609274,-0.19637224,0.021279524
M&A,5/19/2008,5/18/2008,5/20/2008,5/14/2008,5/24/2008,5/19/2008,5/19/2009,5/19/2008,1/24/2009,5/18/2008,5/19/2008,Credit Card Portfolio,JPMorgan Chase & Co,Target Corp,3600,Cash, ,Completed,,US46625H1005,JPM US Equity,US87612E1064,TGT US Equity,CACX,31544275,CACX 31544275,"Target Corp sold Credit Card Portfolio to JPMorgan Chase & Co for USD 3,600.00M. The transaction was announced on 05/05/2008 and completed on 05/19/2008.",0,47,-0.06082098,-0.07819647,-0.1956112,-0.4555726,-0.01160542,-0.01075073,-0.03114661,-0.2226729,-0.3866512,0.000728863,-0.008352245,-0.02273386,-0.3461674,-0.406752,0.000932953,-0.008352245,-0.02273386,-0.3461674,-0.406752,0.000932953,20080518,20080520,20080514,20080524,20080519,20090519,20080519,20090124,20080518,20080519,SPX Index,SPX Index,-0.052468735,-0.05546261,0.1505562,-0.0488206,-0.012538373,-0.002398485,-0.00841275,0.1234945,0.0201008,-0.00020409
M&A,4/30/2010,4/29/2010,5/1/2010,4/25/2010,5/5/2010,4/30/2010,4/30/2011,4/30/2010,1/5/2011,4/29/2010,4/30/2010,Appalachian E&P Business,CONSOL Energy Inc,Dominion Resources Inc/VA,3475,Cash, ,Completed,,US20854P1093,CNX US Equity,US25746U1097,D US Equity,CACX,43790833,CACX 43790833,"Dominion Resources Inc/VA sold Appalachian E&P Business to CONSOL Energy Inc for USD 3,475.00M. The transaction was announced on 03/15/2010 and completed on 04/30/2010.",0,100,-0.006227758,-0.08511111,0.2224068,0.1570088,-0.006227758,0.01210654,0.000239406,0.1606006,0.06414217,0.01210654,-0.016645,-0.04162177,0.1721579,0.0912041,-0.016645,-0.016645,-0.04162177,0.1721579,0.0912041,-0.016645,20100429,20100501,20100425,20100505,20100430,20110430,20100430,20110105,20100429,20100430,SPX Index,SPX Index,0.010417242,-0.04348934,0.0502489,0.0658047,0.010417242,0.02875154,0.041861176,-0.0115573,-0.02706193,0.02875154
M&A,3/2/2012,3/1/2012,3/3/2012,2/26/2012,3/7/2012,3/2/2012,3/2/2013,3/2/2012,11/7/2012,3/1/2012,3/2/2012,RBC Bank USA,PNC Financial Services Group Inc/The,Royal Bank of Canada,3470,Cash, ,Completed,    N.A.,US6934751057,PNC US Equity,CA7800871021,RY CN Equity,CACX,55506701,CACX 55506701,"Royal Bank of Canada sold RBC Bank USA to The PNC Financial Services Group Inc for USD 3470.00M. The transaction was announced on 06/20/2011 and completed on 03/02/2012. PNC believes it can be competitive in the Atlanta area with 100 branches, about half of SunTrust's Atlanta-area total, and ...",0,100,-0.01127882,-0.0245874,0.08091311,-0.03193926,-0.01127882,-0.007042254,0.01774607,0.1783978,0.03108274,-0.007042254,-0.003203884,-0.008709636,0.1337303,0.03350439,-0.003203884,-0.006200574,-0.02835429,0.04154641,-0.01212328,-0.006200574,20120301,20120303,20120226,20120307,20120302,20130302,20120302,20121107,20120301,20120302,SPX Index,SPTSX Index,-0.008074936,-0.015877764,-0.05281719,-0.06544365,-0.008074936,-0.00084168,0.04610036,0.13685139,0.04320602,-0.00084168
M&A,6/6/2007,6/5/2007,6/7/2007,6/1/2007,6/11/2007,6/6/2007,6/5/2008,6/6/2007,2/11/2008,6/5/2007,6/6/2007,"Eckerd Corp,Brooks Stores",Rite Aid Corp,Jean Coutu Group PJC Inc/The,3403,Cash and Stock, ,Completed,,US7677541044,RAD US Equity,CA47215Q1046,PJC/A CN Equity,CACX,22982660,CACX 22982660,"The Jean Coutu Group PJC Inc sold Eckerd Corp & Brooks Stores to Rite Aid Corp for USD 3,403.00M. The transaction was announced on 08/24/2006 and completed on 06/06/2007.",0,100,-0.02537313,0.02672956,-0.6526946,-0.6032934,-0.002985075,-0.003322259,0.03424658,-0.3669421,-0.254246,0,-0.02598908,-0.0173283,-0.05536906,-0.1054831,-0.008613159,-0.03071123,-0.02001628,0.1023571,-0.04210508,-0.01389777,20070605,20070607,20070601,20070611,20070606,20080605,20070606,20080211,20070605,20070606,SPX Index,SPTSX Index,0.00061595,0.04405786,-0.59732554,-0.4978103,0.005628084,0.027388971,0.05426286,-0.4692992,-0.21214092,0.01389777
M&A,7/2/2007,7/1/2007,7/3/2007,6/27/2007,7/7/2007,7/2/2007,7/1/2008,7/2/2007,3/8/2008,7/1/2007,7/2/2007,US Trust Corp/NY,Bank of America Corp,Charles Schwab Corp/The,3300,Cash, ,Completed,US91288L1052,US0605051046,BAC US Equity,US8085131055,SCHW US Equity,CACX,23975130,CACX 23975130,"The Charles Schwab Corp sold US Trust Corp/NY to Bank of America Corp for USD 3,300.00M. The transaction was announced on 11/20/2006 and completed on 07/02/2007.",0,100,0.01349969,-0.000813173,-0.485589,-0.2218073,0.008795255,0.07699805,0.0677638,0.005877097,-0.08484049,0.07212476,0.01452961,0.0165391,-0.1362919,-0.1360632,0.01070493,0.01452961,0.0165391,-0.1362919,-0.1360632,0.01070493,20070701,20070703,20070627,20070707,20070702,20080701,20070702,20080308,20070701,20070702,SPX Index,SPX Index,-0.00102992,-0.017352273,-0.3492971,-0.0857441,-0.001909675,0.06246844,0.0512247,0.142168997,0.05122271,0.06141983
M&A,10/12/2010,10/11/2010,10/13/2010,10/7/2010,10/17/2010,10/12/2010,10/12/2011,10/12/2010,6/19/2011,10/11/2010,10/12/2010,Western Canadian Oil & Gas Assets,Apache Corp,BP PLC,3250,Cash, ,Completed,,US0374111054,APA US Equity,GB0007980591,BP/ LN Equity,CACX,47586304,CACX 47586304,"BP PLC sold Western Canadian Oil & Gas Assets to Apache Corp for USD 3,250.00M. The transaction was announced on 07/20/2010 and completed on 10/12/2010.",0,100,0.01254779,0.0450577,-0.129883,0.1579822,-0.004313303,0.01063953,-0.02654159,-0.009222275,0.03047325,-0.007401411,0.01107861,0.01576885,0.05323392,0.1017256,0.003821879,0.01356099,0.007629338,-0.001855347,0.03614228,-0.001905729,20101011,20101013,20101007,20101017,20101012,20111012,20101012,20110619,20101011,20101012,SPX Index,UKX Index,0.00146918,0.02928885,-0.18311692,0.0562566,-0.008135182,-0.00292146,-0.034170928,-0.007366928,-0.00566903,-0.005495682
M&A,4/2/2013,4/1/2013,4/3/2013,3/28/2013,4/7/2013,4/2/2013,4/2/2014,4/2/2013,12/8/2013,4/1/2013,4/2/2013,Tysabri,Biogen Idec Inc,Elan Corp PLC,3250,Cash, ,Completed,,US09062X1037,BIIB US Equity,IE0003072950,ELN ID Equity,CACX,73774364,CACX 73774364,"Elan Corp PLC sold Tysabri to Biogen Idec Inc for USD 3250.00M. The transaction was announced on 02/06/2013 and completed on 04/02/2013. The transaction enables Elan and its stockholders to realize, upo close, a meaningful percentage of the current value of Tysabri while maintaining long term...",50,50,0.01540696,0.003592603,0.5626419,0.4677834,0.02811641,-0.006243701,-0.02363696,#VALUE!,0.461326,0.009031144,-0.00523402,-0.009818592,0.229931,0.1665997,0.005181082,0.000413941,-0.03737994,0.288191,0.1055354,0.01131051,20130401,20130403,20130328,20130407,20130402,20140402,20130402,20131208,20130401,20130402,SPX Index,ISEQ Index,0.02064098,0.013411195,0.3327109,0.3011837,0.022935328,-0.006657642,0.01374298,#VALUE!,0.3557906,-0.002279366
M&A,8/31/2010,8/30/2010,9/1/2010,8/26/2010,9/5/2010,8/31/2010,8/31/2011,8/31/2010,5/8/2011,8/30/2010,8/31/2010,Permian Basin Assets,Apache Corp,BP PLC,3100,Cash, ,Completed,,US0374111054,APA US Equity,GB0007980591,BP/ LN Equity,CACX,47586308,CACX 47586308,"BP PLC sold Permian Basin Assets to Apache Corp for USD 3,100.00M. The transaction was announced on 07/20/2010 and completed on 08/31/2010.",0,100,0.03249581,0.06106083,0.1529759,0.3877986,0.003350084,0.02396945,0.04175311,0.09140011,0.2067764,0.002502305,0.03006178,0.05546872,0.1849682,0.2935044,0.00042949,0.03182854,0.05295475,0.07115869,0.1689212,0.004548665,20100830,20100901,20100826,20100905,20100831,20110831,20100831,20110508,20100830,20100831,SPX Index,UKX Index,0.00243403,0.00559211,-0.0319923,0.0942942,0.002920594,-0.00785909,-0.01120164,0.02024142,0.0378552,-0.00204636
M&A,6/7/2013,6/6/2013,6/8/2013,6/2/2013,6/12/2013,6/7/2013,6/7/2014,6/7/2013,2/12/2014,6/6/2013,6/7/2013,Piedras Negras brewery & rights,Constellation Brands Inc,Anheuser-Busch InBev NV,2900,Cash, ,Completed,,US21036P1084,STZ US Equity,BE0003793107,ABI BB Equity,CACX,74049490,CACX 74049490,"Anheuser-Busch InBev NV sold Piedras Negras brewery & rights to Constellation Brands Inc for USD 2900.00M in cash. The transaction was announced on 02/14/2013, completed on 06/07/2013, and was the largest deal in its industry at the time of completion. Anheuser-Busch InBev, the world's larges...",0,100,0.01910585,-0.02829655,0.555868,0.4810649,0.01910585,0.02711621,-0.01869808,0.1625475,0.03582065,0.02711621,0.01284784,-0.01033139,0.2111639,0.1227906,0.01284784,0.01095337,-0.02960157,0.2539204,0.1421573,0.01095337,20130606,20130608,20130602,20130612,20130607,20140607,20130607,20140212,20130606,20130607,SPX Index,BEL20 Index,0.00625801,-0.01796516,0.3447041,0.3582743,0.00625801,0.01616284,0.01090349,-0.0913729,-0.10633665,0.01616284
